critic,date,fresh,imdb,original_score,publication,quote,review_date,rt_id,title
Edward Guthmann,2000-01-01,fresh,54167,4/4,San Francisco Chronicle,"Today, thanks largely to a 1980 revival engineered by Powell enthusiast and fellow director Martin Scorsese, Peeping Tom is rightly seen as a horror classic and sophisticated psychological journey.",http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/1999/02/26/DD91574.DTL,19244,Peeping Tom
Roger Ebert,2000-01-01,fresh,54167,4/4,Chicago Sun-Times,"The movies make us into voyeurs. We sit in the dark, watching other people's lives. It is the bargain the cinema strikes with us, although most films are too well-behaved to mention it.",http://www.rogerebert.com/reviews/great-movie-peeping-tom-1960,19244,Peeping Tom
Jeff Strickler,2002-11-06,fresh,120784,,Minneapolis Star Tribune,Demonstrates why Mel Gibson is a movie star: He can take mediocre material and through sheer willpower -- not to mention oodles of charm -- make it work.,http://www.startribune.com/stories/389/39660.html,13475,Payback
Mick LaSalle,2002-06-18,fresh,120784,4/4,San Francisco Chronicle,A higher class of thriller.,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/1999/02/05/DD96123.DTL,13475,Payback
Liam Lacey,2002-03-22,rotten,120784,2/4,Globe and Mail,"It quickly slides into a Lethal Weapon without Danny Glover, complete with blowups and wisecracks, gratuitous torture scenes and Gibson in familiar form as the twinkling rascal who makes a virtue out of viciousness.",http://www.globeandmail.com/servlet/ArticleNews/movie/MOVIEREVIEWS/19990205/TAPAYY,13475,Payback
Peter Travers,2001-05-11,rotten,120784,,Rolling Stone,"In the popcorn sense, it certainly delivers on mindless escapism. In the artistic sense, let's just say that Payback is a long way from Point Blank.",,13475,Payback
Kenneth Turan,2001-02-14,rotten,120784,2/5,Los Angeles Times,"It's undone not so much by the shadow of Lee Marvin falling heavily on it (which it does) as by the twin obstacles of big star image and, more to the point, excessive violence.","http://www.calendarlive.com/movies/reviews/cl-movie990205-6,0,5350783.story",13475,Payback
Susan Stark,2000-01-01,rotten,120784,2/4,Detroit News,"Sadly, though, Payback finally puts Gibson at the mercy of a torture and sadism sequence so attenuated and so painful to watch that it sabotages the picture's own quite solid instincts for theater, innovation and wit.",http://data.detnews.com/movies/details.hbs?myrec=712,13475,Payback
Owen Gleiberman,2000-01-01,fresh,120784,B-,Entertainment Weekly,"Sadism is the film's only real subject, and its only real life as well.","http://www.ew.com/ew/article/0,,274396,00.html",13475,Payback
Roger Ebert,2000-01-01,fresh,120784,3/4,Chicago Sun-Times,There is much cleverness and ingenuity in Payback.,http://www.rogerebert.com/reviews/payback-1999,13475,Payback
Paul Clinton (CNN.com),2000-01-01,rotten,120784,,CNN.com,This film is riddled with cliches and impossible situations.,http://www.cnn.com/SHOWBIZ/Movies/9902/05/review.payback/,13475,Payback
Michael Wilmington,2000-01-01,rotten,120784,,Chicago Tribune,"A mind-mangling disappointment, with a dopey sell-out ending.",,13475,Payback
Jay Carr,2000-01-01,rotten,120784,,Boston Globe,"Direction is choppy, the interplay between the characters is perfunctory, although not as perfunctory as the unearned ending.",,13475,Payback
Jeff Millar,2005-07-21,rotten,138987,,Houston Chronicle,Berkowitz is a rather annoying person.,http://www.chron.com/cs/CDA/moviestory.mpl/ae/movies/reviews/220243,559550548,20 Dates
Liam Lacey,2002-03-19,rotten,138987,2/4,Globe and Mail,A chronicle of how aspiring American filmmaker Myles Berkowitz finally came up with an idea for selling a film: He'd combine his two areas of failure in life -- trying to break into movies and trying to find a girlfriend -- into one problem.,http://www.globeandmail.com/servlet/ArticleNews/movie/MOVIEREVIEWS/19990312/TADATE,559550548,20 Dates
Justine Elias,2000-01-01,rotten,138987,,Village Voice,"Like an obnoxious four-year-old who believes everything he does is fascinating and adorable, filmmaker Myles Berkowitz likes to announce, at the very start of a first date, that certain foods cause him to suffer from diarrhea or constipation.",http://www.villagevoice.com/issues/9908/elias.php,559550548,20 Dates
James Berardinelli,2000-01-01,rotten,138987,2.5/4,ReelViews,"Berkowitz went to great trouble to stage, edit, and control certain aspects of his film so that it has a formulaic dramatic structure; one wonders why he didn't make the effort to present himself as a likable human being.",http://www.reelviews.net/php_review_template.php?identifier=164,559550548,20 Dates
Paul Tatara,2000-01-01,rotten,138987,,CNN.com,"What's so disagreeable about Berkowitz is that he seems to think that his natural tendency towards egotistical self-promotion is an adorable quirk, something that you should be completely taken with even as it makes your skin crawl.",http://www.cnn.com/SHOWBIZ/Movies/9903/11/review.20dates/index.html,559550548,20 Dates
Jonathan Rosenbaum,2000-01-01,rotten,138987,2/4,Chicago Reader,"20 Dates may be unpleasant to watch, but despite Berkowitz's icky manners and unwinning calculations, he does find true love.",http://www.chireader.com/movies/archives/1999/0399/03269b.html,559550548,20 Dates
Roger Ebert,2000-01-01,rotten,138987,0.5/4,Chicago Sun-Times,The film has the obnoxious tone of a boring home movie narrated by a guy shouting in your ear.,http://www.rogerebert.com/reviews/20-dates-1999,559550548,20 Dates
Mick LaSalle,2000-01-01,rotten,138987,0/4,San Francisco Chronicle,One of the downsides of living in a free society is that every so often someone like Myles Berkowitz gets hold of a camera.,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/1999/03/26/DD81400.DTL,559550548,20 Dates
Janet Maslin,2000-01-01,rotten,138987,1.5/5,New York Times,"Whenever 20 Dates begins to establish a playful mood, it's liable to do something to make you squirm.",http://movies.nytimes.com/movie/review?res=9E02E7DA163CF935A15751C0A96F958260&partner=Rotten Tomatoes,559550548,20 Dates
Liam Lacey,2002-03-19,rotten,128133,2.5/4,Globe and Mail,"The movie is history as kitsch, not quite on the Life is Beautiful level of manipulation, but clumsy.",http://www.globeandmail.com/servlet/ArticleNews/movie/MOVIEREVIEWS/19990326/TAHARM,14288,Comedian Harmonists (The Harmonists)
Peter Rainer,2000-01-01,fresh,128133,,New York Magazine,"The story of the Comedian Harmonists, who brought to the waning days of Weimar a bubbly frivolity, is a rich one. Rich enough to keep you watching and wanting to know more.",http://www.newyorkmetro.com/nymetro/movies/reviews/95/,14288,Comedian Harmonists (The Harmonists)
Joe Baltake,2000-01-01,fresh,128133,4/4,Sacramento Bee,"The Harmonists has a finale that will be appreciated by anyone who loved The Sound of Music. As they say, there won't be a dry eye in the house.",http://www.movieclub.com/reviews/archives/99harmonists/harmonists.html,14288,Comedian Harmonists (The Harmonists)
Peter Stack,2000-01-01,fresh,128133,4/4,San Francisco Chronicle,A glorious surprise.,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/1999/03/19/DD97761.DTL,14288,Comedian Harmonists (The Harmonists)
J. Hoberman,2000-01-01,rotten,128133,,Village Voice,"Performances aside, the movie is dull and perfunctory.",http://www.villagevoice.com/issues/9910/hoberman.php,14288,Comedian Harmonists (The Harmonists)
Lawrence Van Gelder,2000-01-01,fresh,128133,4/5,New York Times,"The film is filled with stylish renditions of lively, funny and sentimental songs.",http://www.nytimes.com/library/film/031299harmonists-film-review.html,14288,Comedian Harmonists (The Harmonists)
Susan Stark,2000-01-01,fresh,128133,3/4,Detroit News,"A true story from the Nazi era, it deftly fuses politics and show business.",http://data.detnews.com/movies/details.hbs?myrec=742,14288,Comedian Harmonists (The Harmonists)
James Berardinelli,2000-01-01,fresh,128133,3/4,ReelViews,"Only when we delve deeper into the material does it become apparent that the director has a more ambitious agenda, and that agenda makes The Harmonists a satisfying experience.",http://www.reelviews.net/movies/h/harmonists.html,14288,Comedian Harmonists (The Harmonists)
Stanley Kauffmann,2000-01-01,fresh,128133,,The New Republic,"As director, Vilsmaier again has a firm grip on tone and pace.",,14288,Comedian Harmonists (The Harmonists)
Roger Ebert,2000-01-01,fresh,128133,3/4,Chicago Sun-Times,"Given the suffering created by the Nazis, the fate of the Harmonists ranks low on the scale. But as one of the countless little stories that add up to the plague of Nazism, they deserve an entry in the chronicle of despair.",http://www.rogerebert.com/reviews/the-harmonists-1999,14288,Comedian Harmonists (The Harmonists)
Rene Rodriguez,2005-09-09,rotten,403217,2/4,Miami Herald,"Van Sant's refusal to delve into his subject in anything but an abstract way renders the movie pointless and frustrating -- a lyrical, lovely tone poem, signifying little.",http://ae.miami.com/entertainment/ui/miami/movie.html?id=375016&reviewId=18988,12868,Last Days
Jonathan Rosenbaum,2005-08-13,rotten,403217,1/4,Chicago Reader,"A film about a junkie rock musician, played by Michael Pitt at his most narcissistic, doing nothing in particular for the better part of 97 minutes isn't my idea of either a good time or a serious endeavor.",http://www.chicagoreader.com/movies/archives/2005/0805/050812.html,12868,Last Days
Carrie Rickey,2005-08-12,rotten,403217,2/4,Philadelphia Inquirer,"While Last Days succeeds as a nature documentary, Van Sant fails to penetrate human nature. The result is a portrait without a face.",,12868,Last Days
Terry Lawson,2005-08-12,fresh,403217,3/4,Detroit Free Press,"Last Days will cast a poetic spell on some viewers, as it did this one, and will seem mind-sappingly boring to others.",,12868,Last Days
Ty Burr,2005-08-12,fresh,403217,3.5/4,Boston Globe,"Last Days is director Gus Van Sant's meditation on the death of Kurt Cobain, and an extraordinary meditation it is.",http://www.boston.com/ae/movies/articles/2005/08/12/last_days_moves_slowly_but_it_is_intensely_moving,12868,Last Days
Peter Howell,2005-08-12,fresh,403217,2.5/4,Toronto Star,"Last Days offers some insight into Cobain's final frame of mind, but balks at the gates of deeper truth.",http://WWW.TheStar.COM/NASApp/cs/ContentServer?pagename=thestar/Layout/Article_Type1&c=Article&cid=1123840906403&call_pageid=1022183557980&col=1022183560753,12868,Last Days
Rick Groen,2005-08-12,fresh,403217,3.5/4,Globe and Mail,Gus Van Sant ventures into the valley of death steering by an idiosyncratic compass and forsaking the aid of a conventional cinematic map.,http://www.theglobeandmail.com/servlet/story/RTGAM.20050812.wxlast12/BNStory/Entertainment/,12868,Last Days
Tom Long,2005-08-12,rotten,403217,D,Detroit News,It's all terribly self-conscious and desperately arty and fairly bad.,,12868,Last Days
Steve Murray,2005-08-11,fresh,403217,B,Atlanta Journal-Constitution,"Shot in long, single takes, the movie willfully tests your patience. You wish it would hurry up. Yet when it ends, it haunts you for a few days. (Well, me anyway.)",http://www.accessatlanta.com/movies/content/shared/movies/reviews/L/lastdays/index.html,12868,Last Days
Tom Maurstad,2005-08-11,fresh,403217,B+,Dallas Morning News,"This movie, depending on what you do with it, can be boring, brilliant or both.",http://www.guidelive.com/pls/portal/url/page/LSDallasPageGroup/MovieDetail?item_id=34948,12868,Last Days
Bill Muller,2005-08-11,rotten,403217,2/5,Arizona Republic,"If you're going to make a movie about Kurt Cobain, you might as well make a movie about Kurt Cobain.",http://www.azcentral.com/ent/movies/articles/0812lastdays0812.html,12868,Last Days
Michael Wilmington,2005-08-11,fresh,403217,3.4/5,Chicago Tribune,"Van Sant uses Cobain's image for a portrait of physical and moral disintegration, but he also exhilarates us with his mastery of image and sound.","http://metromix.chicagotribune.com/movies/mmx-050811-movies-review-days,0,2377873.story",12868,Last Days
Jeff Strickler,2005-08-11,rotten,403217,2/4,Minneapolis Star Tribune,"Sometimes we see Blake through the window, but, as he moves around the room, often we see nothing but the far wall. Depending on your perspective, this is either incredibly gutsy or incredibly boring.",http://www.startribune.com/stories/1553/5551464.html,12868,Last Days
Roger Ebert,2005-08-11,fresh,403217,4/4,Chicago Sun-Times,"Last Days is a definitive record of death by gradual drug exhaustion. After the chills and thrills of Sid & Nancy and The Doors, here is a movie that sees how addicts usually die, not with a bang but a whimper.",http://www.rogerebert.com/reviews/last-days-2005,12868,Last Days
Lisa Kennedy,2005-08-05,fresh,403217,3.5/4,Denver Post,"In putting the onus for meaning on viewers, Van Sant has pinned the film's success to our subjectivity. It might not guarantee fondness. Yet what an extraordinary collaboration it makes.",http://www.denverpost.com/movies/ci_2912129,12868,Last Days
Ann Hornaday,2005-08-05,fresh,403217,,Washington Post,"Last Days leaves a haunting impression of a man who, even at the height of his fame and adulation, was hiding in plain sight.",http://www.washingtonpost.com/wp-dyn/content/article/2005/08/04/AR2005080401985.html,12868,Last Days
Bruce Westbrook,2005-08-05,rotten,403217,1.5/4,Houston Chronicle,Watching paint dry would be better. At least the paint would be busy drying.,http://www.chron.com/cs/CDA/moviestory.mpl/ae/movies/reviews/3296859,12868,Last Days
Don Druker,2008-09-09,rotten,70544,,Chicago Reader,The film has a flat quality that cannot entirely be overcome by the sensational animation and the obvious good intentions of its creators.,http://onfilm.chicagoreader.com/movies/capsules/3343_FANTASTIC_PLANET,12113,Fantastic Planet
,2006-01-26,fresh,70544,,Time Out,"Roland Topor's graphics create a world reminiscent of two of the greatest artists of the fantastic, Bosch and Odilon Redon.",http://www.timeout.com/film/reviews/66419/fantastic_planet.html,12113,Fantastic Planet
